Instruction 1,Instruction 2,Conflict Type
"DIV R13, R1, R2","DIV R5, R13, R3",WAR
"XOR R9, R1, R2","OR R6, R3, 10",No_CONFLICT
"STORE R9, R0, 3","SUB R9, R9, R2",RAW
"SUB R11, R1, R2","STORE R12, R3, 10",No_CONFLICT
"LOAD R13, R0, 40","AND R13, R0, 40",WAW
"SHIFT R1, R0, 15","SUB R1, R0, 32",WAW
"SUB R10, R1, R2","MUL R2, R10, R3",WAR
"STORE R15, R0, 15","DIV R10, R15, R2",RAW
"SUB R1, R1, R2","MUL R5, R1, R3",WAR
"DIV R6, R0, 10","STORE R3, R6, R2",RAW
"MUL R11, R0, 41","MUL R11, R0, 7",WAW
"SHIFT R8, R0, 36","DIV R15, R8, R2",RAW
"XOR R6, R1, R2","ADD R1, R6, R3",WAR
"DIV R7, R1, R2","XOR R1, R7, R3",WAR
"LOAD R1, R1, R2","LOAD R5, R3, 10",No_CONFLICT
"OR R13, R1, R2","OR R6, R3, 10",No_CONFLICT
"SUB R13, R0, 0","MUL R13, R0, 9",WAW
"ADD R7, R0, 37","SHIFT R7, R0, 2",WAW
"MUL R0, R1, R2","OR R5, R3, 10",No_CONFLICT
"SHIFT R7, R1, R2","ADD R9, R7, R3",WAR
"OR R15, R0, 32","AND R15, R0, 2",WAW
"STORE R6, R1, R2","SHIFT R9, R6, R3",WAR
"OR R14, R0, 34","SHIFT R15, R14, R2",RAW
"SHIFT R7, R1, R2","OR R3, R7, R3",WAR
"LOAD R0, R1, R2","STORE R12, R0, R3",WAR
"MUL R7, R1, R2","XOR R14, R3, 10",No_CONFLICT
"ADD R3, R0, 34","ADD R3, R0, 22",WAW
"STORE R0, R0, 22","DIV R8, R0, R2",RAW
"LOAD R2, R1, R2","SHIFT R8, R2, R3",WAR
"DIV R1, R0, 9","MUL R14, R1, R2",RAW
"SUB R12, R0, 7","AND R12, R0, 31",WAW
"AND R9, R0, 33","MUL R9, R0, 8",WAW
"LOAD R10, R0, 39","SHIFT R10, R0, 9",WAW
"STORE R11, R1, R2","STORE R6, R3, 10",No_CONFLICT
"SHIFT R15, R1, R2","SUB R6, R3, 10",No_CONFLICT
"SHIFT R1, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"ADD R4, R1, R2","DIV R10, R3, 10",No_CONFLICT
"SUB R7, R0, 44","SUB R1, R7, R2",RAW
"SHIFT R13, R0, 3","DIV R2, R13, R2",RAW
"MUL R6, R0, 20","XOR R6, R0, 21",WAW
"ADD R11, R0, 33","MUL R12, R11, R2",RAW
"DIV R15, R0, 38","ADD R7, R15, R2",RAW
"SUB R4, R1, R2","OR R14, R4, R3",WAR
"DIV R5, R1, R2","AND R5, R5, R3",WAR
"STORE R8, R0, 10","SHIFT R4, R8, R2",RAW
"SHIFT R12, R1, R2","MUL R10, R12, R3",WAR
"MUL R9, R1, R2","STORE R9, R3, 10",No_CONFLICT
"OR R8, R0, 3","ADD R15, R8, R2",RAW
"AND R3, R0, 12","DIV R1, R3, R2",RAW
"SUB R0, R1, R2","ADD R0, R0, R3",WAR
"STORE R12, R1, R2","SUB R0, R12, R3",WAR
"SUB R0, R0, 30","MUL R12, R0, R2",RAW
"OR R7, R1, R2","XOR R1, R3, 10",No_CONFLICT
"STORE R2, R0, 24","ADD R13, R2, R2",RAW
"OR R6, R1, R2","MUL R9, R3, 10",No_CONFLICT
"MUL R10, R0, 16","MUL R10, R10, R2",RAW
"OR R11, R0, 50","XOR R11, R0, 1",WAW
"STORE R6, R1, R2","OR R14, R3, 10",No_CONFLICT
"MUL R7, R0, 11","STORE R11, R7, R2",RAW
"LOAD R5, R0, 30","OR R9, R5, R2",RAW
"LOAD R2, R1, R2","SUB R13, R3, 10",No_CONFLICT
"STORE R15, R1, R2","AND R13, R15, R3",WAR
"SHIFT R8, R1, R2","STORE R5, R8, R3",WAR
"AND R1, R0, 20","SUB R1, R0, 33",WAW
"LOAD R11, R0, 46","STORE R11, R0, 48",WAW
"STORE R9, R0, 40","XOR R9, R0, 6",WAW
"LOAD R5, R1, R2","MUL R3, R3, 10",No_CONFLICT
"STORE R1, R0, 14","AND R1, R0, 27",WAW
"ADD R15, R0, 42","AND R15, R0, 47",WAW
"ADD R6, R0, 21","LOAD R6, R0, 17",WAW
"AND R5, R0, 40","SHIFT R5, R0, 47",WAW
"SUB R9, R1, R2","ADD R4, R3, 10",No_CONFLICT
"AND R13, R1, R2","STORE R13, R13, R3",WAR
"LOAD R15, R1, R2","ADD R15, R15, R3",WAR
"SHIFT R12, R0, 19","XOR R12, R0, 8",WAW
"LOAD R6, R0, 46","MUL R6, R0, 31",WAW
"MUL R0, R0, 14","ADD R0, R0, 22",WAW
"STORE R13, R0, 42","LOAD R3, R13, R2",RAW
"OR R5, R0, 37","ADD R5, R0, 7",WAW
"MUL R13, R0, 4","MUL R13, R0, 37",WAW
"MUL R0, R1, R2","DIV R6, R3, 10",No_CONFLICT
"DIV R10, R1, R2","STORE R6, R10, R3",WAR
"SUB R2, R1, R2","LOAD R12, R3, 10",No_CONFLICT
"STORE R6, R1, R2","STORE R10, R3, 10",No_CONFLICT
"MUL R3, R0, 24","OR R2, R3, R2",RAW
"DIV R3, R1, R2","ADD R9, R3, R3",WAR
"STORE R4, R1, R2","SHIFT R15, R3, 10",No_CONFLICT
"XOR R1, R1, R2","STORE R0, R3, 10",No_CONFLICT
"SUB R4, R0, 26","SUB R4, R0, 27",WAW
"SUB R8, R0, 35","SUB R8, R8, R2",RAW
"OR R0, R0, 38","STORE R0, R0, 33",WAW
"XOR R14, R0, 30","AND R2, R14, R2",RAW
"SHIFT R15, R1, R2","AND R5, R3, 10",No_CONFLICT
"SHIFT R10, R0, 11","XOR R13, R10, R2",RAW
"ADD R14, R1, R2","XOR R13, R3, 10",No_CONFLICT
"STORE R15, R1, R2","SHIFT R14, R15, R3",WAR
"XOR R9, R0, 31","STORE R1, R9, R2",RAW
"STORE R1, R1, R2","SHIFT R0, R3, 10",No_CONFLICT
"ADD R14, R0, 0","AND R14, R14, R2",RAW
"OR R12, R1, R2","STORE R9, R12, R3",WAR
"ADD R14, R1, R2","DIV R11, R14, R3",WAR
"OR R0, R1, R2","STORE R0, R0, R3",WAR
"DIV R12, R0, 2","ADD R1, R12, R2",RAW
"SHIFT R1, R0, 8","SHIFT R6, R1, R2",RAW
"LOAD R14, R0, 48","XOR R10, R14, R2",RAW
"DIV R11, R0, 13","AND R0, R11, R2",RAW
"LOAD R3, R0, 15","MUL R9, R3, R2",RAW
"LOAD R2, R1, R2","MUL R1, R3, 10",No_CONFLICT
"MUL R14, R0, 41","MUL R14, R0, 20",WAW
"STORE R8, R1, R2","DIV R6, R3, 10",No_CONFLICT
"SUB R9, R1, R2","AND R3, R9, R3",WAR
"LOAD R8, R0, 39","XOR R8, R0, 14",WAW
"OR R7, R1, R2","XOR R1, R3, 10",No_CONFLICT
"SUB R8, R1, R2","ADD R14, R8, R3",WAR
"LOAD R15, R0, 41","AND R14, R15, R2",RAW
"AND R1, R0, 39","ADD R1, R0, 26",WAW
"ADD R12, R1, R2","SHIFT R8, R3, 10",No_CONFLICT
"ADD R5, R0, 9","STORE R1, R5, R2",RAW
"LOAD R13, R0, 20","ADD R13, R0, 12",WAW
"OR R1, R0, 10","SUB R0, R1, R2",RAW
"MUL R15, R1, R2","MUL R8, R3, 10",No_CONFLICT
"SUB R5, R1, R2","XOR R6, R3, 10",No_CONFLICT
"SUB R2, R1, R2","STORE R15, R2, R3",WAR
"MUL R15, R1, R2","STORE R5, R3, 10",No_CONFLICT
"MUL R3, R0, 37","XOR R3, R0, 30",WAW
"LOAD R9, R1, R2","OR R15, R9, R3",WAR
"SUB R10, R0, 29","DIV R10, R0, 27",WAW
"STORE R10, R1, R2","LOAD R4, R10, R3",WAR
"SUB R0, R1, R2","LOAD R1, R0, R3",WAR
"DIV R11, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"DIV R8, R0, 12","XOR R8, R0, 8",WAW
"SUB R3, R1, R2","AND R9, R3, R3",WAR
"MUL R14, R0, 5","MUL R12, R14, R2",RAW
"LOAD R12, R1, R2","DIV R2, R3, 10",No_CONFLICT
"MUL R7, R0, 41","STORE R7, R0, 9",WAW
"SUB R3, R1, R2","MUL R8, R3, R3",WAR
"ADD R7, R0, 35","XOR R7, R0, 39",WAW
"STORE R14, R0, 30","ADD R14, R0, 18",WAW
"AND R13, R1, R2","LOAD R14, R13, R3",WAR
"LOAD R9, R1, R2","SHIFT R3, R9, R3",WAR
"SHIFT R7, R0, 4","DIV R5, R7, R2",RAW
"LOAD R15, R1, R2","STORE R13, R3, 10",No_CONFLICT
"ADD R5, R1, R2","AND R9, R5, R3",WAR
"SHIFT R13, R1, R2","STORE R3, R3, 10",No_CONFLICT
"MUL R3, R0, 45","MUL R3, R0, 25",WAW
"DIV R9, R1, R2","DIV R14, R3, 10",No_CONFLICT
"STORE R0, R0, 35","LOAD R0, R0, 16",WAW
"LOAD R1, R1, R2","AND R7, R3, 10",No_CONFLICT
"ADD R1, R1, R2","LOAD R4, R3, 10",No_CONFLICT
"LOAD R1, R0, 7","LOAD R1, R0, 3",WAW
"DIV R0, R1, R2","SUB R14, R3, 10",No_CONFLICT
"MUL R7, R0, 28","DIV R1, R7, R2",RAW
"ADD R6, R0, 40","MUL R6, R0, 0",WAW
"SHIFT R14, R0, 29","STORE R12, R14, R2",RAW
"XOR R0, R0, 42","LOAD R0, R0, 26",WAW
"XOR R7, R0, 48","ADD R3, R7, R2",RAW
"SHIFT R1, R0, 4","SUB R1, R1, R2",RAW
"SUB R5, R0, 30","MUL R7, R5, R2",RAW
"DIV R11, R1, R2","XOR R9, R3, 10",No_CONFLICT
"MUL R13, R1, R2","MUL R15, R13, R3",WAR
"OR R14, R0, 24","SUB R14, R0, 13",WAW
"ADD R12, R0, 15","SUB R0, R12, R2",RAW
"AND R11, R1, R2","ADD R12, R3, 10",No_CONFLICT
"SHIFT R13, R1, R2","MUL R5, R3, 10",No_CONFLICT
"SHIFT R7, R0, 29","STORE R14, R7, R2",RAW
"SUB R13, R1, R2","STORE R14, R13, R3",WAR
"AND R11, R0, 6","LOAD R13, R11, R2",RAW
"MUL R13, R0, 43","XOR R13, R0, 39",WAW
"DIV R12, R0, 6","AND R12, R0, 5",WAW
"ADD R10, R0, 49","OR R10, R0, 18",WAW
"LOAD R1, R0, 32","DIV R12, R1, R2",RAW
"OR R1, R1, R2","XOR R1, R1, R3",WAR
"OR R12, R1, R2","OR R13, R3, 10",No_CONFLICT
"ADD R7, R1, R2","XOR R5, R7, R3",WAR
"SUB R3, R1, R2","ADD R5, R3, R3",WAR
"XOR R8, R0, 7","ADD R8, R0, 11",WAW
"ADD R13, R1, R2","LOAD R2, R13, R3",WAR
"XOR R11, R0, 45","LOAD R0, R11, R2",RAW
"DIV R3, R1, R2","MUL R7, R3, 10",No_CONFLICT
"DIV R2, R1, R2","DIV R15, R3, 10",No_CONFLICT
"SHIFT R4, R1, R2","AND R5, R3, 10",No_CONFLICT
"MUL R6, R0, 8","XOR R6, R0, 20",WAW
"MUL R2, R1, R2","SHIFT R14, R2, R3",WAR
"OR R11, R1, R2","SHIFT R7, R3, 10",No_CONFLICT
"AND R11, R0, 13","DIV R11, R0, 16",WAW
"AND R2, R1, R2","AND R3, R2, R3",WAR
"OR R13, R0, 9","SUB R6, R13, R2",RAW
"DIV R1, R0, 23","LOAD R1, R0, 5",WAW
"XOR R6, R1, R2","SHIFT R0, R3, 10",No_CONFLICT
"SHIFT R11, R0, 37","MUL R8, R11, R2",RAW
"DIV R1, R0, 36","STORE R5, R1, R2",RAW
"AND R6, R0, 6","LOAD R3, R6, R2",RAW
"LOAD R10, R0, 12","OR R15, R10, R2",RAW
"XOR R8, R0, 0","DIV R8, R0, 2",WAW
"SHIFT R6, R0, 42","LOAD R6, R0, 44",WAW
"OR R12, R1, R2","SHIFT R9, R12, R3",WAR
"STORE R4, R0, 12","DIV R2, R4, R2",RAW
"ADD R10, R0, 34","XOR R13, R10, R2",RAW
"SHIFT R10, R1, R2","SHIFT R1, R10, R3",WAR
"OR R7, R0, 21","ADD R7, R0, 47",WAW
"XOR R14, R0, 2","MUL R14, R0, 32",WAW
"XOR R13, R0, 2","ADD R13, R13, R2",RAW
"SUB R3, R1, R2","LOAD R15, R3, 10",No_CONFLICT
"SHIFT R13, R1, R2","SUB R10, R3, 10",No_CONFLICT
"LOAD R0, R0, 18","SUB R0, R0, 42",WAW
"SHIFT R8, R1, R2","SUB R7, R3, 10",No_CONFLICT
"LOAD R10, R1, R2","AND R6, R3, 10",No_CONFLICT
"LOAD R2, R1, R2","ADD R5, R3, 10",No_CONFLICT
"OR R3, R1, R2","XOR R11, R3, 10",No_CONFLICT
"AND R9, R0, 33","SHIFT R9, R0, 27",WAW
"STORE R3, R0, 26","ADD R3, R0, 42",WAW
"DIV R12, R1, R2","DIV R14, R3, 10",No_CONFLICT
"OR R5, R1, R2","SUB R13, R5, R3",WAR
"OR R0, R0, 14","SUB R8, R0, R2",RAW
"STORE R11, R1, R2","MUL R0, R3, 10",No_CONFLICT
"OR R6, R1, R2","XOR R15, R6, R3",WAR
"AND R13, R0, 9","SHIFT R12, R13, R2",RAW
"SHIFT R14, R1, R2","AND R0, R3, 10",No_CONFLICT
"STORE R3, R1, R2","XOR R7, R3, 10",No_CONFLICT
"MUL R5, R1, R2","XOR R12, R3, 10",No_CONFLICT
"ADD R9, R1, R2","DIV R2, R9, R3",WAR
"STORE R4, R0, 43","MUL R4, R0, 20",WAW
"MUL R8, R0, 1","SUB R7, R8, R2",RAW
"DIV R4, R1, R2","ADD R0, R3, 10",No_CONFLICT
"XOR R7, R0, 13","XOR R7, R0, 43",WAW
"MUL R15, R1, R2","DIV R9, R3, 10",No_CONFLICT
"DIV R3, R1, R2","LOAD R3, R3, R3",WAR
"STORE R10, R1, R2","OR R13, R3, 10",No_CONFLICT
"LOAD R10, R0, 38","SUB R12, R10, R2",RAW
"ADD R2, R1, R2","LOAD R4, R2, R3",WAR
"ADD R0, R1, R2","OR R10, R0, R3",WAR
"OR R1, R1, R2","SUB R4, R3, 10",No_CONFLICT
"AND R12, R1, R2","ADD R12, R12, R3",WAR
"AND R14, R0, 32","ADD R14, R0, 31",WAW
"ADD R8, R0, 40","STORE R3, R8, R2",RAW
"ADD R8, R0, 40","DIV R12, R8, R2",RAW
"LOAD R2, R0, 28","ADD R10, R2, R2",RAW
"XOR R0, R0, 3","MUL R10, R0, R2",RAW
"LOAD R7, R1, R2","LOAD R6, R7, R3",WAR
"SUB R12, R1, R2","SUB R7, R12, R3",WAR
"STORE R4, R1, R2","MUL R6, R3, 10",No_CONFLICT
"SUB R3, R0, 39","XOR R3, R0, 17",WAW
"STORE R14, R1, R2","AND R14, R14, R3",WAR
"LOAD R10, R0, 31","LOAD R13, R10, R2",RAW
"SHIFT R11, R0, 30","SUB R5, R11, R2",RAW
"LOAD R13, R1, R2","ADD R9, R3, 10",No_CONFLICT
"XOR R8, R0, 41","AND R13, R8, R2",RAW
"MUL R6, R1, R2","LOAD R0, R6, R3",WAR
"ADD R15, R1, R2","ADD R7, R3, 10",No_CONFLICT
"XOR R13, R1, R2","ADD R14, R3, 10",No_CONFLICT
"OR R10, R1, R2","AND R0, R3, 10",No_CONFLICT
"AND R1, R0, 29","OR R1, R0, 40",WAW
"SHIFT R10, R1, R2","MUL R15, R3, 10",No_CONFLICT
"SHIFT R4, R1, R2","STORE R13, R3, 10",No_CONFLICT
"SUB R0, R1, R2","OR R5, R0, R3",WAR
"XOR R4, R1, R2","OR R11, R3, 10",No_CONFLICT
"LOAD R12, R0, 38","AND R0, R12, R2",RAW
"STORE R15, R0, 34","OR R14, R15, R2",RAW
"XOR R1, R1, R2","STORE R0, R1, R3",WAR
"AND R14, R1, R2","LOAD R5, R3, 10",No_CONFLICT
"SUB R2, R0, 28","OR R2, R0, 45",WAW
"SHIFT R15, R0, 16","LOAD R15, R0, 4",WAW
"AND R13, R0, 16","STORE R13, R0, 2",WAW
"STORE R6, R1, R2","LOAD R4, R6, R3",WAR
"SHIFT R12, R1, R2","SUB R15, R12, R3",WAR
"ADD R0, R0, 46","AND R0, R0, 16",WAW
"ADD R8, R0, 21","XOR R15, R8, R2",RAW
"MUL R14, R1, R2","AND R10, R14, R3",WAR
"OR R11, R1, R2","ADD R1, R11, R3",WAR
"SUB R1, R1, R2","SHIFT R12, R1, R3",WAR
"LOAD R4, R0, 3","MUL R4, R0, 23",WAW
"ADD R0, R1, R2","LOAD R8, R3, 10",No_CONFLICT
"OR R0, R0, 30","OR R0, R0, 28",WAW
"SUB R10, R0, 24","OR R10, R0, 20",WAW
"SUB R15, R0, 34","SHIFT R1, R15, R2",RAW
"ADD R1, R0, 41","DIV R10, R1, R2",RAW
"SUB R1, R0, 45","MUL R1, R0, 21",WAW
"SHIFT R10, R0, 46","SUB R10, R0, 38",WAW
"OR R14, R0, 36","XOR R4, R14, R2",RAW
"SHIFT R7, R1, R2","SHIFT R7, R7, R3",WAR
"OR R6, R0, 42","STORE R6, R0, 19",WAW
"AND R6, R0, 15","LOAD R6, R0, 8",WAW
"SHIFT R5, R1, R2","SUB R7, R3, 10",No_CONFLICT
"ADD R4, R0, 12","STORE R4, R0, 14",WAW
"SHIFT R9, R1, R2","XOR R3, R3, 10",No_CONFLICT
"ADD R3, R0, 35","AND R15, R3, R2",RAW
"SUB R0, R0, 25","STORE R0, R0, 32",WAW
"STORE R0, R0, 1","SHIFT R0, R0, 19",WAW
"SHIFT R14, R0, 37","ADD R14, R0, 14",WAW
"STORE R9, R0, 42","OR R7, R9, R2",RAW
"SUB R8, R1, R2","LOAD R1, R8, R3",WAR
"OR R15, R0, 18","SHIFT R15, R0, 36",WAW
"SHIFT R4, R1, R2","SUB R5, R4, R3",WAR
"DIV R4, R0, 24","AND R5, R4, R2",RAW
"DIV R9, R0, 49","SUB R9, R0, 14",WAW
"LOAD R0, R0, 13","LOAD R12, R0, R2",RAW
"LOAD R14, R0, 16","AND R14, R0, 18",WAW
"XOR R4, R0, 49","XOR R10, R4, R2",RAW
"OR R7, R0, 26","XOR R7, R7, R2",RAW
"SHIFT R1, R1, R2","XOR R2, R3, 10",No_CONFLICT
"LOAD R9, R0, 1","DIV R9, R0, 47",WAW
"LOAD R7, R1, R2","XOR R12, R7, R3",WAR
"XOR R6, R0, 11","LOAD R6, R0, 27",WAW
"SHIFT R14, R1, R2","XOR R10, R14, R3",WAR
"OR R9, R1, R2","SHIFT R12, R9, R3",WAR
"DIV R15, R1, R2","MUL R11, R15, R3",WAR
"LOAD R9, R0, 50","AND R9, R9, R2",RAW
"AND R1, R1, R2","ADD R2, R1, R3",WAR
"SUB R11, R1, R2","LOAD R4, R3, 10",No_CONFLICT
"OR R5, R0, 29","ADD R12, R5, R2",RAW
"ADD R2, R0, 39","SUB R2, R0, 7",WAW
"DIV R2, R0, 3","XOR R2, R0, 8",WAW
"AND R15, R1, R2","OR R14, R15, R3",WAR
"MUL R1, R1, R2","MUL R1, R3, 10",No_CONFLICT
"XOR R13, R1, R2","ADD R1, R13, R3",WAR
"AND R14, R0, 31","SUB R14, R0, 49",WAW
"OR R5, R1, R2","LOAD R15, R3, 10",No_CONFLICT
"SHIFT R10, R1, R2","OR R4, R10, R3",WAR
"DIV R0, R0, 14","XOR R14, R0, R2",RAW
"SUB R13, R0, 9","DIV R13, R0, 36",WAW
"SHIFT R2, R1, R2","DIV R4, R2, R3",WAR
"MUL R11, R1, R2","STORE R6, R3, 10",No_CONFLICT
"LOAD R4, R1, R2","ADD R0, R4, R3",WAR
"DIV R2, R1, R2","LOAD R4, R2, R3",WAR
"SUB R5, R1, R2","AND R14, R3, 10",No_CONFLICT
"AND R6, R1, R2","STORE R11, R6, R3",WAR
"LOAD R8, R0, 21","OR R8, R0, 48",WAW
"XOR R13, R1, R2","DIV R15, R3, 10",No_CONFLICT
"MUL R13, R0, 28","MUL R13, R0, 30",WAW
"STORE R6, R0, 25","AND R0, R6, R2",RAW
"STORE R4, R0, 44","OR R4, R0, 30",WAW
"OR R9, R0, 50","DIV R9, R0, 25",WAW
"MUL R13, R0, 14","STORE R1, R13, R2",RAW
"ADD R13, R0, 7","STORE R11, R13, R2",RAW
"SHIFT R7, R1, R2","OR R9, R7, R3",WAR
"MUL R9, R0, 37","OR R6, R9, R2",RAW
"LOAD R0, R0, 7","SUB R0, R0, 22",WAW
"SUB R11, R1, R2","LOAD R12, R3, 10",No_CONFLICT
"SHIFT R8, R0, 10","DIV R7, R8, R2",RAW
"STORE R0, R0, 34","SUB R11, R0, R2",RAW
"SHIFT R8, R0, 26","DIV R6, R8, R2",RAW
"AND R14, R1, R2","XOR R12, R3, 10",No_CONFLICT
"SHIFT R13, R0, 2","DIV R13, R13, R2",RAW
"DIV R3, R0, 22","XOR R6, R3, R2",RAW
"DIV R2, R0, 50","XOR R2, R0, 17",WAW
"AND R8, R1, R2","SHIFT R8, R3, 10",No_CONFLICT
"XOR R15, R0, 29","LOAD R15, R0, 27",WAW
"AND R5, R1, R2","SHIFT R3, R5, R3",WAR
"STORE R3, R1, R2","LOAD R8, R3, 10",No_CONFLICT
"STORE R8, R1, R2","MUL R13, R3, 10",No_CONFLICT
"XOR R15, R1, R2","LOAD R10, R3, 10",No_CONFLICT
"XOR R6, R1, R2","XOR R2, R6, R3",WAR
"DIV R1, R1, R2","STORE R9, R3, 10",No_CONFLICT
"SUB R2, R1, R2","SHIFT R6, R3, 10",No_CONFLICT
"OR R1, R1, R2","LOAD R10, R1, R3",WAR
"AND R3, R0, 4","SHIFT R10, R3, R2",RAW
"MUL R1, R0, 3","DIV R6, R1, R2",RAW
"STORE R14, R1, R2","LOAD R13, R14, R3",WAR
"LOAD R13, R1, R2","SUB R8, R13, R3",WAR
"SHIFT R12, R1, R2","XOR R7, R3, 10",No_CONFLICT
"STORE R3, R1, R2","LOAD R10, R3, R3",WAR
"DIV R9, R0, 29","XOR R15, R9, R2",RAW
"LOAD R9, R1, R2","STORE R2, R3, 10",No_CONFLICT
"LOAD R2, R1, R2","MUL R4, R2, R3",WAR
"DIV R2, R1, R2","OR R14, R2, R3",WAR
"STORE R0, R0, 21","MUL R0, R0, 34",WAW
"ADD R2, R1, R2","SHIFT R13, R2, R3",WAR
"MUL R2, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"MUL R7, R1, R2","AND R4, R7, R3",WAR
"ADD R14, R1, R2","SUB R12, R14, R3",WAR
"OR R8, R1, R2","OR R9, R8, R3",WAR
"LOAD R0, R0, 13","SUB R4, R0, R2",RAW
"STORE R5, R1, R2","XOR R6, R3, 10",No_CONFLICT
"XOR R1, R1, R2","AND R10, R3, 10",No_CONFLICT
"MUL R14, R0, 29","SUB R4, R14, R2",RAW
"LOAD R6, R1, R2","XOR R6, R3, 10",No_CONFLICT
"STORE R6, R1, R2","MUL R0, R6, R3",WAR
"LOAD R3, R1, R2","XOR R7, R3, R3",WAR
"DIV R1, R1, R2","SUB R7, R1, R3",WAR
"ADD R2, R1, R2","AND R7, R2, R3",WAR
"SHIFT R3, R1, R2","OR R12, R3, 10",No_CONFLICT
"ADD R3, R0, 40","SUB R3, R0, 21",WAW
"XOR R9, R1, R2","OR R8, R3, 10",No_CONFLICT
"LOAD R6, R1, R2","AND R14, R6, R3",WAR
"XOR R0, R1, R2","SUB R15, R0, R3",WAR
"XOR R5, R0, 38","SUB R0, R5, R2",RAW
"AND R7, R1, R2","LOAD R13, R7, R3",WAR
"AND R15, R0, 15","OR R5, R15, R2",RAW
"SUB R5, R0, 50","DIV R5, R0, 6",WAW
"LOAD R3, R0, 23","DIV R3, R0, 12",WAW
"ADD R10, R0, 36","AND R15, R10, R2",RAW
"MUL R9, R0, 48","SHIFT R9, R0, 2",WAW
"ADD R8, R0, 49","AND R8, R0, 18",WAW
"AND R14, R1, R2","SHIFT R8, R3, 10",No_CONFLICT
"DIV R2, R1, R2","ADD R7, R3, 10",No_CONFLICT
"AND R14, R1, R2","SUB R3, R3, 10",No_CONFLICT
"SUB R2, R0, 0","ADD R9, R2, R2",RAW
"MUL R0, R1, R2","LOAD R5, R0, R3",WAR
"DIV R13, R1, R2","DIV R9, R13, R3",WAR
"MUL R12, R0, 9","ADD R15, R12, R2",RAW
"ADD R1, R1, R2","MUL R4, R1, R3",WAR
"LOAD R8, R1, R2","ADD R2, R3, 10",No_CONFLICT
"LOAD R6, R0, 3","ADD R6, R0, 0",WAW
"STORE R4, R1, R2","DIV R4, R3, 10",No_CONFLICT
"SHIFT R7, R0, 39","MUL R7, R0, 28",WAW
"XOR R0, R1, R2","MUL R6, R0, R3",WAR
"DIV R2, R1, R2","MUL R12, R3, 10",No_CONFLICT
"LOAD R14, R1, R2","ADD R6, R14, R3",WAR
"STORE R11, R0, 2","DIV R5, R11, R2",RAW
"MUL R0, R0, 22","MUL R0, R0, 20",WAW
"ADD R1, R1, R2","AND R15, R1, R3",WAR
"DIV R9, R1, R2","SHIFT R12, R9, R3",WAR
"XOR R10, R0, 16","DIV R7, R10, R2",RAW
"SUB R5, R0, 14","AND R5, R0, 0",WAW
"LOAD R8, R1, R2","DIV R0, R3, 10",No_CONFLICT
"MUL R7, R1, R2","SHIFT R4, R3, 10",No_CONFLICT
"MUL R10, R0, 42","ADD R8, R10, R2",RAW
"AND R0, R1, R2","SUB R0, R0, R3",WAR
"DIV R10, R1, R2","LOAD R8, R10, R3",WAR
"OR R12, R0, 46","SHIFT R12, R0, 44",WAW
"ADD R15, R0, 25","STORE R11, R15, R2",RAW
"AND R14, R0, 13","OR R7, R14, R2",RAW
"AND R7, R1, R2","LOAD R13, R7, R3",WAR
"SHIFT R0, R1, R2","AND R0, R0, R3",WAR
"ADD R6, R1, R2","XOR R11, R6, R3",WAR
"OR R6, R1, R2","MUL R14, R3, 10",No_CONFLICT
"MUL R4, R1, R2","XOR R9, R3, 10",No_CONFLICT
"STORE R1, R0, 2","SUB R1, R1, R2",RAW
"OR R8, R1, R2","XOR R6, R8, R3",WAR
"ADD R8, R1, R2","STORE R0, R3, 10",No_CONFLICT
"SHIFT R3, R1, R2","XOR R3, R3, 10",No_CONFLICT
"OR R4, R0, 32","DIV R12, R4, R2",RAW
"OR R1, R0, 48","LOAD R1, R0, 44",WAW
"AND R4, R1, R2","SHIFT R3, R4, R3",WAR
"OR R6, R0, 17","AND R6, R0, 10",WAW
"AND R15, R1, R2","SHIFT R10, R15, R3",WAR
"AND R0, R0, 13","OR R7, R0, R2",RAW
"STORE R13, R1, R2","SHIFT R6, R13, R3",WAR
"SHIFT R7, R1, R2","STORE R5, R7, R3",WAR
"LOAD R10, R1, R2","AND R5, R3, 10",No_CONFLICT
"SUB R4, R0, 36","ADD R1, R4, R2",RAW
"LOAD R5, R0, 0","AND R5, R0, 8",WAW
"STORE R2, R0, 24","DIV R10, R2, R2",RAW
"AND R0, R0, 41","STORE R8, R0, R2",RAW
"STORE R11, R0, 9","ADD R12, R11, R2",RAW
"DIV R4, R0, 2","LOAD R4, R0, 9",WAW
"STORE R6, R1, R2","XOR R5, R3, 10",No_CONFLICT
"MUL R14, R0, 1","LOAD R2, R14, R2",RAW
"SUB R2, R0, 28","MUL R3, R2, R2",RAW
"AND R14, R0, 33","STORE R15, R14, R2",RAW
"SUB R9, R1, R2","SUB R1, R9, R3",WAR
"AND R1, R1, R2","LOAD R0, R3, 10",No_CONFLICT
"AND R3, R1, R2","MUL R13, R3, R3",WAR
"STORE R1, R1, R2","STORE R13, R1, R3",WAR
"SHIFT R9, R0, 44","LOAD R12, R9, R2",RAW
"STORE R3, R0, 15","AND R3, R0, 32",WAW
"SUB R15, R0, 8","OR R3, R15, R2",RAW
